variant,case_count,pct
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Request Payment -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> End trip -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by DIRECTOR -> Request Payment -> Start trip -> Payment Handled -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by BUDGET OWNER -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Start trip -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Request For Payment APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment REJECTED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment REJECTED by EMPLOYEE -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Payment Handled -> Request Payment -> Payment Handled -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment REJECTED by ADMINISTRATION -> Request For Payment REJECTED by EMPLOYEE -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request Payment -> Payment Handled -> Payment Handled -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Send Reminder,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by SUPERVISOR -> Declaration REJECTED by DIRECTOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1,0.01
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SAVED by EMPLOYEE,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit APPROVED by BUDGET OWNER -> End trip -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Start trip -> Payment Handled -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment REJECTED by ADMINISTRATION -> Request For Payment REJECTED by EMPLOYEE -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment APPROVED by BUDGET OWNER -> Request Payment -> Payment Handled -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Declaration SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request Payment -> Payment Handled -> Payment Handled -> Start trip -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> End trip -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Request For Payment APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request Payment -> Payment Handled -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request Payment -> Payment Handled -> Payment Handled -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> End trip -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Start trip -> Payment Handled -> End trip -> Request Payment -> Request Payment -> Payment Handled -> Payment Handled -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment REJECTED by ADMINISTRATION -> Request For Payment REJECTED by EMPLOYEE -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> Payment Handled -> End trip -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment APPROVED by BUDGET OWNER -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> Request Payment -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Payment Handled -> Payment Handled -> Request Payment -> Payment Handled -> Request For Payment SUBMITTED by EMPLOYEE -> Request For Payment APPROVED by ADMINISTRATION -> Request For Payment APPROVED by BUDGET OWNER -> Start trip -> Request For Payment FINAL_APPROVED by SUPERVISOR -> Request Payment -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Payment Handled -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1,0.01
